year,state,state_cd,latitude,longitude,plan_type,tot_clms,tot_opioid_clms,opioid_prscrbng_rate,opioid_prscrbng_rate_1y_chg,opioid_prscrbng_rate_5y_chg,la_tot_opioid_clms,la_opioid_prscrbng_rate,la_opioid_prscrbng_rate_1y_chg,la_opioid_prscrbng_rat_5y_chg
2018,Kentucky,21,38.186722,-84.875374,FFS,784856,17173,2.19,-0.24,-0.9,1105,6.43,-0.62,-5.16
2018,Louisiana,22,30.457069,-91.187393,FFS,836359,9397,1.12,-0.41,-4.33,1013,10.78,-1.18,7.31
2018,Maine,23,44.307167,-69.781693,FFS,1902625,71780,3.77,-0.27,-3.11,10949,15.25,-0.25,5.33
2018,Maryland,24,38.978764,-76.490936,FFS,4546349,29253,0.64,-0.21,-1.01,3305,11.3,-0.42,-3.27
2018,Massachusetts,25,42.358162,-71.063698,FFS,7790447,198485,2.55,-0.22,-2.55,20021,10.09,-0.38,-0.9
2018,Michigan,26,42.733635,-84.555328,FFS,8910362,116770,1.31,-0.39,-2.01,8933,7.65,0.39,-0.56
2018,Minnesota,27,44.955097,-93.102211,FFS,1994221,54350,2.73,-0.71,-3.24,5291,9.74,0.34,0.25
2018,Mississippi,28,32.303848,-90.182106,FFS,992124,36063,3.63,-0.95,-0.66,2565,7.11,-0.19,3.83
2018,Missouri,29,38.579201,-92.172935,FFS,11248390,447039,3.97,-0.91,-2.9,40950,9.16,-0.42,0.74
2018,Montana,30,46.585709,-112.018417,FFS,2932299,277969,9.48,2.78,1.05,141021,50.73,38.68,38.52
2018,Nebraska,31,40.808075,-96.699654,FFS,12676,513,4.05,-0.49,-2.5,63,12.28,-0.79,2.61
2018,Nevada,32,39.163914,-119.766121,FFS,2047019,133828,6.54,-1.67,-2.59,16071,12.01,0.78,-1.46
2018,New Hampshire,33,43.206898,-71.537994,FFS,131579,4180,3.18,-0.58,-3.49,369,8.83,1.67,-4.37
2018,New Jersey,34,40.220596,-74.769913,FFS,411960,12218,2.97,-0.41,-2.39,2408,19.71,-1.66,-0.07
2018,New Mexico,35,35.68224,-105.939728,FFS,313904,16789,5.35,-1.55,-2.91,705,4.2,0.27,-0.34
